CAD,burned_fraction,dxb_dCAD,Qdot_W,q_W_m3,volume_m3
10.1,0.5367474274087214,0.061765813323043824,7250.290812074324,7085287809.298746,1.0232881157712504e-06
10.2,0.542922792946854,0.061739137189708485,7247.159472680939,7071211151.216059,1.0248823458531036e-06
10.3,0.5490947821029426,0.06169827904903956,7242.363398834375,7055450211.82257,1.0264920283469086e-06
10.4,0.5552619748390776,0.06164320368920611,7235.8984572447025,7038009643.520096,1.0281171558079354e-06
10.5,0.5614229480576767,0.06157388514831697,7227.761600412813,7018895275.051453,1.0297577207204917e-06
10.6,0.5675762765322433,0.061490306828143826,7217.950879979639,6998114114.174583,1.0314137154979767e-06
10.7,0.573720533849036,0.06139246159870227,7206.465459002258,6975674349.007597,1.0330851324829254e-06
10.8,0.5798542933587324,0.06128035189339322,7193.305623121925,6951585348.0254755,1.0347719639470596e-06
10.9,0.5859761291371197,0.06115398979441733,7178.472790590317,6925857658.691329,1.0364742020913438e-06
11.0,0.5920846169538287,0.06101339710818543,7161.969521121481,6898503004.707163,1.0381918390460282e-06
11.1,0.5981783352481012,0.060858605430459706,7143.7995235383405,6869534281.870926,1.0399248668707011e-06
11.2,0.604255866110541,0.06068965620097277,7123.967662184073,6838965552.528916,1.0416732775543471e-06
11.3,0.6103157962697978,0.06050660074728428,7102.479962070157,6806812038.61494,1.0434370630153877e-06
11.4,0.6163567180830846,0.060309500317649284,7079.343612734571,6773090113.269454,1.0452162151017484e-06
11.5,0.6223772305294234,0.06009842610268667,7054.566970785321,6737817291.034948,1.0470107255908863e-06
11.6,0.6283759402044938,0.05987345924565113,7028.159561106194,6701012216.625083,1.0488205861898692e-06
11.7,0.6343514623159267,0.059634690841128865,7000.1320767036605,6662694652.268726,1.0506457885354288e-06
11.8,0.6403024216778828,0.05938222192199338,6970.496377175693,6622885463.631877,1.0524863241939854e-06
11.9,0.6462274537037372,0.05911616343447504,6939.265485785343,6581606604.322362,1.054342184661735e-06
12.0,0.6521252053956657,0.05883663620121701,6906.453585124122,6538881098.986075,1.05621336136469e-06
12.1,0.6579943363299361,0.058543770872207516,6872.076011352249,6494733025.004796,1.0580998456587327e-06
12.2,0.6638335196366798,0.058237707863499265,6836.149247005322,6449187492.808786,1.0600016288296813e-06
12.3,0.669641442972922,0.057918597283645325,6798.690912359098,6402270624.819933,1.0619187020933397e-06
12.4,0.6754168094876424,0.05758659884780198,6759.719755346585,6354009533.043601,1.0638510565955425e-06
12.5,0.6811583387776223,0.05724188177946988,6719.255640024056,6304432295.329766,1.0657986834122376e-06
12.6,0.6868647678328537,0.05688462469986605,6677.319533585159,6253567930.327365,1.0677615735495194e-06
12.7,0.692534851970262,0.05651501550494087,6633.933491924724,6201446371.157177,1.0697397179437102e-06
12.8,0.6981673657545181,0.05613325123007709,6589.120643756651,6148098437.832341,1.0717331074614027e-06
12.9,0.7037611039047061,0.05573953790252917,6542.905173292718,6093555808.457123,1.0737417328995252e-06
13.0,0.7093148821856232,0.05533409038168579,6495.3123014920275,6037850989.2378025,1.0757655849853911e-06
13.1,0.7148275382825039,0.05491713218725921,6446.368265893256,5981017283.341394,1.0778046543767694e-06
13.2,0.7202979326579623,0.05448889531553059,6396.100299044885,5923088758.640893,1.0798589316619542e-06
13.3,0.7257249493899707,0.05404962004380193,6344.536605551068,5864100214.387964,1.081928407359806e-06
13.4,0.7311074969896983,0.053599554723229706,6291.706337753709,5804087146.856003,1.0840130719198183e-06
13.5,0.7364445091980618,0.05313895556023867,6237.639570074036,5743085713.999113,1.0861129157221907e-06
13.6,0.7417349457598559,0.05266808638673684,6182.36727203962,5681132699.174826,1.0882279290778752e-06
13.7,0.7469777931743535,0.05218721841937751,6125.921280025694,5618265473.9800415,1.0903581022286623e-06
13.8,0.7521720654212989,0.051696630008135694,6068.334267742158,5554521960.252544,1.0925034253472017e-06
13.9,0.757316804661233,0.05119660637449033,6009.639715500482,5489940591.291064,1.0946638885371256e-06
14.0,0.7624110819091318,0.050687439339526505,5949.871878297374,5424560272.35076,1.096839481833053e-06
